topicId,rank,docId,filename
2,5,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch2.txt
2,6,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/grimms_hanselgretel.txt
2,7,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch15.txt
2,8,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch2.txt
2,9,33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/grimms_wateroflife.txt
2,10,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch1.txt
2,11,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch48.txt
2,12,11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch2.txt
2,13,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch12.txt
2,14,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch14.txt
2,15,10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch15.txt
2,16,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch2.txt
2,17,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch1.txt
2,18,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch27.txt
2,19,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch2.txt
2,20,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/stevenson_treasure_ch1.txt
