topicId,rank,docId,filename
8,46,39,null-source
8,47,28,null-source
8,48,7,null-source
8,49,15,null-source
8,50,64,null-source
8,51,40,null-source
8,52,9,null-source
8,53,58,null-source
8,54,46,null-source
8,55,3,null-source
8,56,48,null-source
8,57,12,null-source
8,58,59,null-source
8,59,41,null-source
8,60,27,null-source
8,61,16,null-source
8,62,49,null-source
8,63,44,null-source
8,64,19,null-source
8,65,29,null-source
9,1,65,null-source
9,2,63,null-source
9,3,42,null-source
9,4,21,null-source
9,5,20,null-source
9,6,37,null-source
9,7,19,null-source
9,8,23,null-source
9,9,50,null-source
9,10,61,null-source
9,11,34,null-source
9,12,52,null-source
9,13,48,null-source
9,14,11,null-source
9,15,64,null-source
9,16,39,null-source
9,17,33,null-source
9,18,38,null-source
9,19,35,null-source
9,20,45,null-source
9,21,32,null-source
9,22,7,null-source
9,23,24,null-source
9,24,62,null-source
9,25,1,null-source
9,26,47,null-source
9,27,55,null-source
9,28,51,null-source
9,29,54,null-source
9,30,25,null-source
9,31,14,null-source
9,32,10,null-source
9,33,26,null-source
9,34,13,null-source
9,35,53,null-source
9,36,6,null-source
9,37,60,null-source
9,38,57,null-source
9,39,9,null-source
9,40,4,null-source
9,41,31,null-source
9,42,18,null-source
9,43,40,null-source
9,44,30,null-source
9,45,27,null-source
9,46,22,null-source
9,47,12,null-source
9,48,5,null-source
9,49,56,null-source
9,50,43,null-source
9,51,59,null-source
9,52,2,null-source
9,53,49,null-source
9,54,41,null-source
9,55,28,null-source
9,56,15,null-source
9,57,3,null-source
9,58,36,null-source
9,59,46,null-source
9,60,44,null-source
9,61,29,null-source
9,62,8,null-source
9,63,58,null-source
9,64,16,null-source
9,65,17,null-source
10,1,33,null-source
10,2,10,null-source
10,3,1,null-source
10,4,12,null-source
10,5,20,null-source
10,6,58,null-source
10,7,48,null-source
10,8,64,null-source
10,9,59,null-source
10,10,60,null-source
10,11,13,null-source
10,12,7,null-source
10,13,55,null-source
10,14,31,null-source
10,15,34,null-source
10,16,4,null-source
10,17,61,null-source
10,18,11,null-source
10,19,53,null-source
10,20,26,null-source
10,21,65,null-source
10,22,18,null-source
10,23,62,null-source
10,24,30,null-source
10,25,57,null-source
10,26,21,null-source
10,27,47,null-source
10,28,37,null-source
10,29,51,null-source
10,30,38,null-source
10,31,5,null-source
10,32,46,null-source
10,33,43,null-source
10,34,28,null-source
10,35,2,null-source
10,36,24,null-source
10,37,9,null-source
10,38,8,null-source
10,39,14,null-source
10,40,25,null-source
10,41,32,null-source
10,42,52,null-source
10,43,42,null-source
10,44,39,null-source
10,45,54,null-source
10,46,49,null-source
10,47,29,null-source
10,48,16,null-source
10,49,63,null-source
10,50,27,null-source
10,51,50,null-source
10,52,40,null-source
10,53,35,null-source
10,54,3,null-source
10,55,41,null-source
10,56,15,null-source
10,57,36,null-source
10,58,23,null-source
10,59,22,null-source
10,60,17,null-source
10,61,56,null-source
10,62,6,null-source
10,63,45,null-source
10,64,19,null-source
10,65,44,null-source
