docId,filename,top topics, and contribution to doc ...
1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch1.txt,4,0.392,13,0.235
2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch2.txt,4,0.401,7,0.144
3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch40.txt,4,0.326,13,0.268,9,0.116
4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_pride_ch50.txt,4,0.437,13,0.228
5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch1.txt,4,0.419,13,0.289
6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch2.txt,13,0.356,4,0.322
7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch27.txt,4,0.411,13,0.190
8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/austen_sense_ch41.txt,4,0.382,13,0.273,9,0.121
9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch1.txt,5,0.489
10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch15.txt,11,0.471,10,0.111,5,0.104
11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/barrie_peterpan_ch2.txt,5,0.569
12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_angels_ch1.txt,2,0.386
13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_angels_ch2_4.txt,2,0.351,3,0.138
14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch0.txt,2,0.313,9,0.147,11,0.105
15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch1.txt,2,0.435,10,0.105
16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch77.txt,2,0.623
17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/brown_davinci_ch92.txt,2,0.601
18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch1.txt,8,0.285,7,0.115,13,0.107,10,0.103
19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/conrad_secret_ch2.txt,8,0.404,10,0.137,13,0.124
20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_caseofidentity.txt,6,0.380,13,0.137
21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_redheadedleague.txt,6,0.399,10,0.113,9,0.102
22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/doyle_scandalbohemia.txt,6,0.321,10,0.122,13,0.121,7,0.113
23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch1.txt,4,0.345,9,0.149,13,0.122
24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch2.txt,4,0.365,13,0.144,9,0.125
25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch48.txt,9,0.242,4,0.178,13,0.160,7,0.110
26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/eliot_middlemarch_ch73.txt,13,0.390,9,0.166
27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/grimms_hanselgretel.txt,7,0.647
28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/grimms_snowdrop.txt,11,0.457,7,0.243
29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/grimms_wateroflife.txt,11,0.589
30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/james_fiftyshades_ch1.txt,12,0.460,10,0.178,15,0.109
31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/james_fiftyshades_ch18.txt,15,0.502,10,0.208,9,0.113
32,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/james_fiftyshades_ch2.txt,12,0.421,10,0.142,15,0.126
33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/james_fiftyshades_ch23.txt,15,0.491,10,0.194
34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch1.txt,14,0.443,10,0.195
35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch12.txt,1,0.396,14,0.140,10,0.136,11,0.109
36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch14.txt,1,0.507,10,0.111,14,0.102
37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/lewis_lionwitch_ch2.txt,14,0.525,10,0.139
38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch1.txt,3,0.407,10,0.176
39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch15.txt,3,0.268,10,0.220,9,0.106
40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch2.txt,3,0.448,10,0.138,9,0.116
41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/meyer_twilight_ch21.txt,3,0.307,10,0.301
42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/stevenson_treasure_ch1.txt,11,0.335,13,0.144,10,0.134,7,0.129
43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/mixed_chapters/stevenson_treasure_ch2.txt,11,0.326,10,0.250,1,0.101
